Site_Visit_ID,Travel_Time,Total_Observation_Time,Animal_Search_Time,Num_Observers_Searching,Animal_Search_Method,Snow_on_Ground,Percent_Snow_Cover,Snow_in_Tree_Canopy,Site_Visit_Comments
10790,,15 minutes,,,,0,,0,
11174,,37 minutes,,,,0,,0,
14086,,26 minutes,,,,0,,0,
12795,,14 minutes,,,,0,,0,
11605,,40 minutes,,,,0,,0,
15074,,14 minutes,,,,0,,0,
12371,,47 minutes,,,,0,,0,
17088,,12 minutes,,,,0,,0,
19947,,32 minutes,,,,0,,0,
19488,,46 minutes,,,,0,,0,
16691,,46 minutes,,,,0,,0,
16358,,19 minutes,,,,0,,0,
10190,,19 minutes,,,,0,,0,
13829,,28 minutes,,,,0,,0,
11754,,26 minutes,,,,0,,0,
18881,,30 minutes,,,,0,,0,
11412,,23 minutes,,,,0,,0,
11391,,18 minutes,,,,0,,0,
12939,,55 minutes,,,,0,,0,
19265,,10 minutes,,,,0,,0,
13150,,54 minutes,,,,0,,0,
13199,,22 minutes,,,,0,,0,
10596,,13 minutes,,,,0,,0,
16468,,10 minutes,,,,0,,0,
18456,,58 minutes,,,,0,,0,
17893,,49 minutes,,,,0,,0,
19637,,41 minutes,,,,0,,0,
17104,,43 minutes,,,,0,,0,
11567,,37 minutes,,,,0,,0,
10294,,40 minutes,,,,0,,0,
16801,,17 minutes,,,,0,,0,
12809,,48 minutes,,,,0,,0,
12118,,35 minutes,,,,0,,0,
14565,,43 minutes,,,,0,,0,
19743,,12 minutes,,,,0,,0,
15823,,59 minutes,,,,0,,0,
13398,,21 minutes,,,,0,,0,
18518,,10 minutes,,,,0,,0,
10437,,53 minutes,,,,0,,0,
15529,,14 minutes,,,,0,,0,
10547,,39 minutes,,,,0,,0,
13140,,39 minutes,,,,0,,0,
18997,,26 minutes,,,,0,,0,
17481,,57 minutes,,,,0,,0,
14704,,56 minutes,,,,0,,0,
19533,,32 minutes,,,,0,,0,
12415,,24 minutes,,,,0,,0,
10924,,46 minutes,,,,0,,0,
10495,,30 minutes,,,,0,,0,
13085,,23 minutes,,,,0,,0,
15523,,11 minutes,,,,0,,0,
17246,,20 minutes,,,,0,,0,
12905,,48 minutes,,,,0,,0,
15599,,47 minutes,,,,0,,0,
18096,,43 minutes,,,,0,,0,
18834,,47 minutes,,,,0,,0,
19261,,59 minutes,,,,0,,0,
11212,,43 minutes,,,,0,,0,
17433,,27 minutes,,,,0,,0,
17367,,39 minutes,,,,0,,0,
14243,,24 minutes,,,,0,,0,
12713,,36 minutes,,,,0,,0,
13192,,43 minutes,,,,0,,0,
10142,,47 minutes,,,,0,,0,
10534,,42 minutes,,,,0,,0,
10471,,33 minutes,,,,0,,0,
13309,,24 minutes,,,,0,,0,
19154,,39 minutes,,,,0,,0,
19057,,51 minutes,,,,0,,0,
10641,,26 minutes,,,,0,,0,
10773,,14 minutes,,,,0,,0,
16795,,38 minutes,,,,0,,0,
10739,,13 minutes,,,,0,,0,
15127,,19 minutes,,,,0,,0,
15645,,26 minutes,,,,0,,0,
13732,,19 minutes,,,,0,,0,
16998,,26 minutes,,,,0,,0,
15413,,29 minutes,,,,0,,0,
18569,,33 minutes,,,,0,,0,
14938,,14 minutes,,,,0,,0,
10231,,43 minutes,,,,0,,0,
12623,,15 minutes,,,,0,,0,
17072,,11 minutes,,,,0,,0,
14497,,22 minutes,,,,0,,0,
11565,,52 minutes,,,,0,,0,
18627,,52 minutes,,,,0,,0,
10942,,57 minutes,,,,0,,0,
19494,,20 minutes,,,,0,,0,
15262,,56 minutes,,,,0,,0,
17787,,32 minutes,,,,0,,0,
16380,,25 minutes,,,,0,,0,
17311,,40 minutes,,,,0,,0,
16964,,20 minutes,,,,0,,0,
14379,,25 minutes,,,,0,,0,
10877,,17 minutes,,,,0,,0,
10544,,13 minutes,,,,0,,0,
13172,,49 minutes,,,,0,,0,
16821,,13 minutes,,,,0,,0,
14402,,34 minutes,,,,0,,0,
13985,,12 minutes,,,,0,,0,
13019,,41 minutes,,,,0,,0,
19524,,12 minutes,,,,0,,0,
17952,,36 minutes,,,,0,,0,
15289,,38 minutes,,,,0,,0,
11173,,41 minutes,,,,0,,0,
12262,,59 minutes,,,,0,,0,
12429,,28 minutes,,,,0,,0,
12607,,30 minutes,,,,0,,0,
16811,,14 minutes,,,,0,,0,
14428,,27 minutes,,,,0,,0,
10364,,37 minutes,,,,0,,0,
10579,,51 minutes,,,,0,,0,
14150,,31 minutes,,,,0,,0,
16537,,30 minutes,,,,0,,0,
19408,,15 minutes,,,,0,,0,
18347,,10 minutes,,,,0,,0,
14372,,14 minutes,,,,0,,0,
15490,,50 minutes,,,,0,,0,
16354,,21 minutes,,,,0,,0,
19232,,35 minutes,,,,0,,0,
19744,,55 minutes,,,,0,,0,
18134,,43 minutes,,,,0,,0,
13992,,58 minutes,,,,0,,0,
11992,,23 minutes,,,,0,,0,
11860,,35 minutes,,,,0,,0,
18971,,54 minutes,,,,0,,0,
15398,,36 minutes,,,,0,,0,
17378,,18 minutes,,,,0,,0,
18038,,35 minutes,,,,0,,0,
10317,,56 minutes,,,,0,,0,
10118,,31 minutes,,,,0,,0,
18609,,56 minutes,,,,0,,0,
18177,,39 minutes,,,,0,,0,
10508,,52 minutes,,,,0,,0,
15495,,57 minutes,,,,0,,0,
17890,,26 minutes,,,,0,,0,
13557,,35 minutes,,,,0,,0,
19383,,45 minutes,,,,0,,0,
13395,,10 minutes,,,,0,,0,
18257,,17 minutes,,,,0,,0,
18418,,58 minutes,,,,0,,0,
11036,,44 minutes,,,,0,,0,
19335,,24 minutes,,,,0,,0,
17645,,56 minutes,,,,0,,0,
18278,,31 minutes,,,,0,,0,
17777,,23 minutes,,,,0,,0,
13535,,35 minutes,,,,0,,0,
12790,,37 minutes,,,,0,,0,
13933,,32 minutes,,,,0,,0,
19774,,23 minutes,,,,0,,0,
13636,,33 minutes,,,,0,,0,
17743,,11 minutes,,,,0,,0,
17170,,54 minutes,,,,0,,0,
15322,,35 minutes,,,,0,,0,
14161,,23 minutes,,,,0,,0,
12658,,16 minutes,,,,0,,0,
17210,,12 minutes,,,,0,,0,
11074,,56 minutes,,,,0,,0,
13007,,32 minutes,,,,0,,0,
11211,,55 minutes,,,,0,,0,
13185,,52 minutes,,,,0,,0,
10048,,56 minutes,,,,0,,0,
14468,,54 minutes,,,,0,,0,
14698,,27 minutes,,,,0,,0,
11840,,47 minutes,,,,0,,0,
10282,,44 minutes,,,,0,,0,
12970,,24 minutes,,,,0,,0,
10066,,34 minutes,,,,0,,0,
13670,,46 minutes,,,,0,,0,
14631,,37 minutes,,,,0,,0,
13549,,19 minutes,,,,0,,0,
15611,,48 minutes,,,,0,,0,
15577,,26 minutes,,,,0,,0,
12063,,48 minutes,,,,0,,0,
11294,,31 minutes,,,,0,,0,
15956,,35 minutes,,,,0,,0,
19697,,53 minutes,,,,0,,0,
13787,,34 minutes,,,,0,,0,
15988,,26 minutes,,,,0,,0,
18867,,22 minutes,,,,0,,0,
17226,,29 minutes,,,,0,,0,
12542,,34 minutes,,,,0,,0,
17396,,13 minutes,,,,0,,0,
17926,,19 minutes,,,,0,,0,
18553,,12 minutes,,,,0,,0,
19244,,50 minutes,,,,0,,0,
13932,,54 minutes,,,,0,,0,
14016,,27 minutes,,,,0,,0,
19485,,56 minutes,,,,0,,0,
12149,,45 minutes,,,,0,,0,
19747,,56 minutes,,,,0,,0,
19118,,31 minutes,,,,0,,0,
17456,,43 minutes,,,,0,,0,
12251,,56 minutes,,,,0,,0,
16041,,17 minutes,,,,0,,0,
15419,,49 minutes,,,,0,,0,
11468,,58 minutes,,,,0,,0,
12147,,53 minutes,,,,0,,0,
17866,,28 minutes,,,,0,,0,
14920,,51 minutes,,,,0,,0,
16986,,50 minutes,,,,0,,0,
18159,,46 minutes,,,,0,,0,
18113,,15 minutes,,,,0,,0,
17968,,35 minutes,,,,0,,0,
18719,,43 minutes,,,,0,,0,
15191,,54 minutes,,,,0,,0,
17856,,15 minutes,,,,0,,0,
19314,,46 minutes,,,,0,,0,
10250,,42 minutes,,,,0,,0,
18417,,31 minutes,,,,0,,0,
17610,,30 minutes,,,,0,,0,
12370,,15 minutes,,,,0,,0,
16794,,15 minutes,,,,0,,0,
18524,,57 minutes,,,,0,,0,
13170,,13 minutes,,,,0,,0,
10028,,39 minutes,,,,0,,0,
19019,,20 minutes,,,,0,,0,
15839,,39 minutes,,,,0,,0,
10754,,40 minutes,,,,0,,0,
11040,,33 minutes,,,,0,,0,
10075,,18 minutes,,,,0,,0,
15188,,12 minutes,,,,0,,0,
13677,,40 minutes,,,,0,,0,
18123,,49 minutes,,,,0,,0,
16343,,46 minutes,,,,0,,0,
16159,,45 minutes,,,,0,,0,
10727,,33 minutes,,,,0,,0,
15095,,40 minutes,,,,0,,0,
17135,,15 minutes,,,,0,,0,
13401,,11 minutes,,,,0,,0,
14155,,29 minutes,,,,0,,0,
18624,,37 minutes,,,,0,,0,
12233,,20 minutes,,,,0,,0,
17526,,13 minutes,,,,0,,0,
19965,,24 minutes,,,,0,,0,
11096,,15 minutes,,,,0,,0,
19746,,58 minutes,,,,0,,0,
10595,,39 minutes,,,,0,,0,
14439,,47 minutes,,,,0,,0,
17385,,11 minutes,,,,0,,0,
11030,,24 minutes,,,,0,,0,
11447,,20 minutes,,,,0,,0,
12907,,17 minutes,,,,0,,0,
19190,,35 minutes,,,,0,,0,
10395,,54 minutes,,,,0,,0,
12510,,53 minutes,,,,0,,0,
18405,,14 minutes,,,,0,,0,
12486,,15 minutes,,,,0,,0,
13554,,35 minutes,,,,0,,0,
17095,,13 minutes,,,,0,,0,
13771,,28 minutes,,,,0,,0,
19284,,29 minutes,,,,0,,0,
14466,,42 minutes,,,,0,,0,
12765,,29 minutes,,,,0,,0,
11857,,58 minutes,,,,0,,0,
11872,,21 minutes,,,,0,,0,
14749,,56 minutes,,,,0,,0,
15463,,10 minutes,,,,0,,0,
13793,,35 minutes,,,,0,,0,
18809,,23 minutes,,,,0,,0,
15424,,47 minutes,,,,0,,0,
13078,,46 minutes,,,,0,,0,
12523,,20 minutes,,,,0,,0,
14581,,45 minutes,,,,0,,0,
16552,,22 minutes,,,,0,,0,
16035,,52 minutes,,,,0,,0,
10834,,12 minutes,,,,0,,0,
16598,,42 minutes,,,,0,,0,
16519,,15 minutes,,,,0,,0,
19496,,59 minutes,,,,0,,0,
11325,,19 minutes,,,,0,,0,
12722,,14 minutes,,,,0,,0,
11242,,32 minutes,,,,0,,0,
13758,,19 minutes,,,,0,,0,
17280,,53 minutes,,,,0,,0,
13845,,11 minutes,,,,0,,0,
10064,,22 minutes,,,,0,,0,
19607,,49 minutes,,,,0,,0,
18880,,11 minutes,,,,0,,0,
14259,,29 minutes,,,,0,,0,
13431,,10 minutes,,,,0,,0,
12892,,46 minutes,,,,0,,0,
13641,,18 minutes,,,,0,,0,
14662,,26 minutes,,,,0,,0,
18856,,18 minutes,,,,0,,0,
10667,,20 minutes,,,,0,,0,
18613,,24 minutes,,,,0,,0,
19894,,33 minutes,,,,0,,0,
10391,,47 minutes,,,,0,,0,
12384,,44 minutes,,,,0,,0,
16895,,39 minutes,,,,0,,0,
17548,,40 minutes,,,,0,,0,
13548,,58 minutes,,,,0,,0,
11231,,14 minutes,,,,0,,0,
12803,,53 minutes,,,,0,,0,
19035,,59 minutes,,,,0,,0,
10132,,23 minutes,,,,0,,0,
19735,,20 minutes,,,,0,,0,
14134,,18 minutes,,,,0,,0,
19850,,43 minutes,,,,0,,0,
10966,,21 minutes,,,,0,,0,
14647,,44 minutes,,,,0,,0,
14357,,44 minutes,,,,0,,0,
19510,,10 minutes,,,,0,,0,
12870,,49 minutes,,,,0,,0,
18728,,31 minutes,,,,0,,0,
14542,,38 minutes,,,,0,,0,
11558,,17 minutes,,,,0,,0,
11103,,20 minutes,,,,0,,0,
17869,,50 minutes,,,,0,,0,
13384,,46 minutes,,,,0,,0,
17756,,23 minutes,,,,0,,0,
15755,,39 minutes,,,,0,,0,
18128,,44 minutes,,,,0,,0,
10604,,30 minutes,,,,0,,0,
19724,,46 minutes,,,,0,,0,
15780,,14 minutes,,,,0,,0,
16611,,28 minutes,,,,0,,0,
11069,,23 minutes,,,,0,,0,
11363,,35 minutes,,,,0,,0,
14311,,13 minutes,,,,0,,0,
13671,,34 minutes,,,,0,,0,
18444,,54 minutes,,,,0,,0,
15574,,51 minutes,,,,0,,0,
14409,,34 minutes,,,,0,,0,
16843,,27 minutes,,,,0,,0,
11079,,49 minutes,,,,0,,0,
15006,,17 minutes,,,,0,,0,
18705,,48 minutes,,,,0,,0,
19280,,49 minutes,,,,0,,0,
11309,,23 minutes,,,,0,,0,
13363,,41 minutes,,,,0,,0,
11439,,47 minutes,,,,0,,0,
10669,,42 minutes,,,,0,,0,
10109,,32 minutes,,,,0,,0,
17619,,24 minutes,,,,0,,0,
10298,,42 minutes,,,,0,,0,
10783,,34 minutes,,,,0,,0,
19148,,26 minutes,,,,0,,0,
10238,,42 minutes,,,,0,,0,
14795,,56 minutes,,,,0,,0,
19721,,11 minutes,,,,0,,0,
14331,,23 minutes,,,,0,,0,
13262,,49 minutes,,,,0,,0,
14320,,49 minutes,,,,0,,0,
13133,,48 minutes,,,,0,,0,
15539,,15 minutes,,,,0,,0,
19763,,15 minutes,,,,0,,0,
19173,,12 minutes,,,,0,,0,
19969,,16 minutes,,,,0,,0,
10583,,17 minutes,,,,0,,0,
13347,,51 minutes,,,,0,,0,
13272,,24 minutes,,,,0,,0,
12492,,56 minutes,,,,0,,0,
12322,,38 minutes,,,,0,,0,
15247,,42 minutes,,,,0,,0,
16668,,39 minutes,,,,0,,0,
17586,,48 minutes,,,,0,,0,
14922,,36 minutes,,,,0,,0,
16521,,45 minutes,,,,0,,0,
11293,,38 minutes,,,,0,,0,
19629,,47 minutes,,,,0,,0,
12759,,42 minutes,,,,0,,0,
14323,,46 minutes,,,,0,,0,
10869,,36 minutes,,,,0,,0,
16524,,42 minutes,,,,0,,0,
19007,,13 minutes,,,,0,,0,
16694,,31 minutes,,,,0,,0,
17024,,11 minutes,,,,0,,0,
14083,,19 minutes,,,,0,,0,
14023,,14 minutes,,,,0,,0,
19528,,19 minutes,,,,0,,0,
15985,,42 minutes,,,,0,,0,
15295,,47 minutes,,,,0,,0,
15221,,22 minutes,,,,0,,0,
16722,,40 minutes,,,,0,,0,
14890,,56 minutes,,,,0,,0,
14366,,45 minutes,,,,0,,0,
19858,,54 minutes,,,,0,,0,
12810,,33 minutes,,,,0,,0,
13621,,24 minutes,,,,0,,0,
10652,,38 minutes,,,,0,,0,
14759,,17 minutes,,,,0,,0,
19580,,14 minutes,,,,0,,0,
18593,,38 minutes,,,,0,,0,
13923,,56 minutes,,,,0,,0,
11244,,13 minutes,,,,0,,0,
13399,,21 minutes,,,,0,,0,
10372,,54 minutes,,,,0,,0,
12431,,11 minutes,,,,0,,0,
19407,,36 minutes,,,,0,,0,
18855,,40 minutes,,,,0,,0,
12825,,45 minutes,,,,0,,0,
13088,,45 minutes,,,,0,,0,
15872,,35 minutes,,,,0,,0,
10973,,52 minutes,,,,0,,0,
14830,,36 minutes,,,,0,,0,
14477,,14 minutes,,,,0,,0,
19753,,29 minutes,,,,0,,0,
15829,,20 minutes,,,,0,,0,
10148,,19 minutes,,,,0,,0,
19116,,49 minutes,,,,0,,0,
15086,,47 minutes,,,,0,,0,
18903,,15 minutes,,,,0,,0,
17407,,17 minutes,,,,0,,0,
17986,,32 minutes,,,,0,,0,
15769,,56 minutes,,,,0,,0,
14893,,35 minutes,,,,0,,0,
11785,,55 minutes,,,,0,,0,
17727,,52 minutes,,,,0,,0,
10680,,21 minutes,,,,0,,0,
17939,,35 minutes,,,,0,,0,
13081,,22 minutes,,,,0,,0,
12107,,49 minutes,,,,0,,0,
17432,,27 minutes,,,,0,,0,
14300,,34 minutes,,,,0,,0,
12335,,42 minutes,,,,0,,0,
13988,,56 minutes,,,,0,,0,
18652,,49 minutes,,,,0,,0,
17600,,52 minutes,,,,0,,0,
11751,,21 minutes,,,,0,,0,
10256,,53 minutes,,,,0,,0,
11682,,45 minutes,,,,0,,0,
11975,,57 minutes,,,,0,,0,
15692,,13 minutes,,,,0,,0,
12963,,14 minutes,,,,0,,0,
17773,,46 minutes,,,,0,,0,
14332,,17 minutes,,,,0,,0,
11845,,51 minutes,,,,0,,0,
11578,,58 minutes,,,,0,,0,
12646,,37 minutes,,,,0,,0,
13872,,40 minutes,,,,0,,0,
10765,,18 minutes,,,,0,,0,
19341,,38 minutes,,,,0,,0,
12666,,23 minutes,,,,0,,0,
19834,,49 minutes,,,,0,,0,
15899,,50 minutes,,,,0,,0,
19187,,31 minutes,,,,0,,0,
17736,,20 minutes,,,,0,,0,
14019,,32 minutes,,,,0,,0,
19908,,10 minutes,,,,0,,0,
19193,,55 minutes,,,,0,,0,
14284,,46 minutes,,,,0,,0,
15901,,30 minutes,,,,0,,0,
14482,,35 minutes,,,,0,,0,
18643,,55 minutes,,,,0,,0,
15241,,45 minutes,,,,0,,0,
15790,,32 minutes,,,,0,,0,
18663,,10 minutes,,,,0,,0,
14659,,49 minutes,,,,0,,0,
18160,,24 minutes,,,,0,,0,
19916,,30 minutes,,,,0,,0,
16452,,56 minutes,,,,0,,0,
12690,,18 minutes,,,,0,,0,
10690,,18 minutes,,,,0,,0,
10892,,19 minutes,,,,0,,0,
10897,,35 minutes,,,,0,,0,
15013,,50 minutes,,,,0,,0,
12515,,44 minutes,,,,0,,0,
10992,,34 minutes,,,,0,,0,
19083,,35 minutes,,,,0,,0,
15969,,20 minutes,,,,0,,0,
19168,,47 minutes,,,,0,,0,
14268,,11 minutes,,,,0,,0,
13858,,16 minutes,,,,0,,0,
10456,,27 minutes,,,,0,,0,
11146,,36 minutes,,,,0,,0,
18634,,43 minutes,,,,0,,0,
11461,,36 minutes,,,,0,,0,
19910,,26 minutes,,,,0,,0,
17028,,52 minutes,,,,0,,0,
10952,,53 minutes,,,,0,,0,
14584,,33 minutes,,,,0,,0,
13094,,34 minutes,,,,0,,0,
17807,,16 minutes,,,,0,,0,
13683,,15 minutes,,,,0,,0,
19695,,33 minutes,,,,0,,0,
16092,,42 minutes,,,,0,,0,
10253,,58 minutes,,,,0,,0,
14637,,38 minutes,,,,0,,0,
11100,,52 minutes,,,,0,,0,
13523,,31 minutes,,,,0,,0,
13080,,35 minutes,,,,0,,0,
10623,,37 minutes,,,,0,,0,
13772,,59 minutes,,,,0,,0,
13367,,30 minutes,,,,0,,0,
12634,,58 minutes,,,,0,,0,
15955,,16 minutes,,,,0,,0,
17041,,26 minutes,,,,0,,0,
13540,,29 minutes,,,,0,,0,
18215,,50 minutes,,,,0,,0,
18370,,58 minutes,,,,0,,0,
14979,,29 minutes,,,,0,,0,
15220,,31 minutes,,,,0,,0,
14233,,37 minutes,,,,0,,0,
19255,,49 minutes,,,,0,,0,
18493,,58 minutes,,,,0,,0,
10768,,16 minutes,,,,0,,0,
13104,,10 minutes,,,,0,,0,
18168,,41 minutes,,,,0,,0,
15263,,22 minutes,,,,0,,0,
18235,,39 minutes,,,,0,,0,
14080,,32 minutes,,,,0,,0,
11892,,28 minutes,,,,0,,0,
19450,,41 minutes,,,,0,,0,
16032,,39 minutes,,,,0,,0,
15369,,38 minutes,,,,0,,0,
10716,,58 minutes,,,,0,,0,
13037,,54 minutes,,,,0,,0,
10233,,38 minutes,,,,0,,0,
10889,,39 minutes,,,,0,,0,
10427,,25 minutes,,,,0,,0,
17313,,49 minutes,,,,0,,0,
18090,,28 minutes,,,,0,,0,
15403,,27 minutes,,,,0,,0,
17145,,10 minutes,,,,0,,0,
18107,,23 minutes,,,,0,,0,
16747,,56 minutes,,,,0,,0,
10537,,59 minutes,,,,0,,0,
19696,,11 minutes,,,,0,,0,
11909,,37 minutes,,,,0,,0,
12083,,58 minutes,,,,0,,0,
10756,,59 minutes,,,,0,,0,
15261,,39 minutes,,,,0,,0,
14190,,47 minutes,,,,0,,0,
10755,,13 minutes,,,,0,,0,
14060,,10 minutes,,,,0,,0,
11145,,17 minutes,,,,0,,0,
10296,,38 minutes,,,,0,,0,
14292,,48 minutes,,,,0,,0,
12316,,12 minutes,,,,0,,0,
14587,,41 minutes,,,,0,,0,
16172,,19 minutes,,,,0,,0,
17238,,19 minutes,,,,0,,0,
18664,,28 minutes,,,,0,,0,
11806,,55 minutes,,,,0,,0,
11525,,43 minutes,,,,0,,0,
11055,,42 minutes,,,,0,,0,
19650,,32 minutes,,,,0,,0,
14181,,37 minutes,,,,0,,0,
13514,,41 minutes,,,,0,,0,
17507,,59 minutes,,,,0,,0,
15024,,16 minutes,,,,0,,0,
11110,,38 minutes,,,,0,,0,
15897,,17 minutes,,,,0,,0,
14027,,10 minutes,,,,0,,0,
19679,,12 minutes,,,,0,,0,
18419,,33 minutes,,,,0,,0,
12575,,32 minutes,,,,0,,0,
10065,,17 minutes,,,,0,,0,
17989,,56 minutes,,,,0,,0,
14419,,46 minutes,,,,0,,0,
18620,,12 minutes,,,,0,,0,
15731,,42 minutes,,,,0,,0,
16401,,37 minutes,,,,0,,0,
14967,,56 minutes,,,,0,,0,
14677,,17 minutes,,,,0,,0,
17640,,43 minutes,,,,0,,0,
18245,,44 minutes,,,,0,,0,
10442,,41 minutes,,,,0,,0,
17058,,33 minutes,,,,0,,0,
11031,,23 minutes,,,,0,,0,
14567,,41 minutes,,,,0,,0,
10234,,55 minutes,,,,0,,0,
11291,,52 minutes,,,,0,,0,
14997,,25 minutes,,,,0,,0,
10740,,13 minutes,,,,0,,0,
15153,,46 minutes,,,,0,,0,
17991,,30 minutes,,,,0,,0,
19327,,23 minutes,,,,0,,0,
10120,,40 minutes,,,,0,,0,
17236,,57 minutes,,,,0,,0,
15828,,27 minutes,,,,0,,0,
18994,,16 minutes,,,,0,,0,
11809,,19 minutes,,,,0,,0,
19862,,16 minutes,,,,0,,0,
18065,,42 minutes,,,,0,,0,
15759,,32 minutes,,,,0,,0,
17973,,30 minutes,,,,0,,0,
18534,,28 minutes,,,,0,,0,
13897,,57 minutes,,,,0,,0,
11878,,28 minutes,,,,0,,0,
11515,,45 minutes,,,,0,,0,
13544,,38 minutes,,,,0,,0,
15492,,27 minutes,,,,0,,0,
15373,,11 minutes,,,,0,,0,
12217,,10 minutes,,,,0,,0,
10815,,56 minutes,,,,0,,0,
16869,,14 minutes,,,,0,,0,
12470,,29 minutes,,,,0,,0,
15974,,20 minutes,,,,0,,0,
11387,,51 minutes,,,,0,,0,
11618,,11 minutes,,,,0,,0,
17063,,12 minutes,,,,0,,0,
18860,,32 minutes,,,,0,,0,
16708,,21 minutes,,,,0,,0,
14923,,29 minutes,,,,0,,0,
19066,,14 minutes,,,,0,,0,
10607,,46 minutes,,,,0,,0,
13838,,47 minutes,,,,0,,0,
17644,,39 minutes,,,,0,,0,
13853,,18 minutes,,,,0,,0,
14250,,43 minutes,,,,0,,0,
12347,,53 minutes,,,,0,,0,
13065,,44 minutes,,,,0,,0,
10076,,31 minutes,,,,0,,0,
10675,,53 minutes,,,,0,,0,
17652,,33 minutes,,,,0,,0,
17740,,26 minutes,,,,0,,0,
10068,,19 minutes,,,,0,,0,
15396,,39 minutes,,,,0,,0,
11478,,55 minutes,,,,0,,0,
18166,,32 minutes,,,,0,,0,
14526,,41 minutes,,,,0,,0,
19107,,26 minutes,,,,0,,0,
17971,,59 minutes,,,,0,,0,
17062,,26 minutes,,,,0,,0,
17147,,23 minutes,,,,0,,0,
19432,,18 minutes,,,,0,,0,
14200,,49 minutes,,,,0,,0,
11793,,11 minutes,,,,0,,0,
16170,,54 minutes,,,,0,,0,
18411,,34 minutes,,,,0,,0,
19304,,48 minutes,,,,0,,0,
13349,,18 minutes,,,,0,,0,
11417,,31 minutes,,,,0,,0,
17391,,52 minutes,,,,0,,0,
18289,,55 minutes,,,,0,,0,
11816,,13 minutes,,,,0,,0,
15775,,35 minutes,,,,0,,0,
15660,,38 minutes,,,,0,,0,
11334,,54 minutes,,,,0,,0,
15674,,43 minutes,,,,0,,0,
10949,,32 minutes,,,,0,,0,
13819,,46 minutes,,,,0,,0,
10107,,20 minutes,,,,0,,0,
14969,,15 minutes,,,,0,,0,
19983,,27 minutes,,,,0,,0,
17963,,30 minutes,,,,0,,0,
19330,,51 minutes,,,,0,,0,
12808,,45 minutes,,,,0,,0,
18823,,50 minutes,,,,0,,0,
14317,,47 minutes,,,,0,,0,
16413,,43 minutes,,,,0,,0,
18243,,26 minutes,,,,0,,0,
10814,,46 minutes,,,,0,,0,
14062,,34 minutes,,,,0,,0,
17013,,47 minutes,,,,0,,0,
17635,,21 minutes,,,,0,,0,
13435,,32 minutes,,,,0,,0,
12180,,51 minutes,,,,0,,0,
13270,,31 minutes,,,,0,,0,
15062,,30 minutes,,,,0,,0,
14621,,36 minutes,,,,0,,0,
10510,,40 minutes,,,,0,,0,
14666,,15 minutes,,,,0,,0,
14457,,36 minutes,,,,0,,0,
12667,,49 minutes,,,,0,,0,
14798,,43 minutes,,,,0,,0,
18269,,21 minutes,,,,0,,0,
18473,,54 minutes,,,,0,,0,
14861,,16 minutes,,,,0,,0,
13312,,19 minutes,,,,0,,0,
19487,,54 minutes,,,,0,,0,
17254,,26 minutes,,,,0,,0,
16634,,35 minutes,,,,0,,0,
16437,,30 minutes,,,,0,,0,
18711,,37 minutes,,,,0,,0,
14558,,55 minutes,,,,0,,0,
12477,,11 minutes,,,,0,,0,
12160,,52 minutes,,,,0,,0,
12922,,10 minutes,,,,0,,0,
18093,,45 minutes,,,,0,,0,
19292,,35 minutes,,,,0,,0,
10375,,38 minutes,,,,0,,0,
17540,,30 minutes,,,,0,,0,
12366,,20 minutes,,,,0,,0,
18976,,49 minutes,,,,0,,0,
11614,,20 minutes,,,,0,,0,
13653,,45 minutes,,,,0,,0,
10730,,58 minutes,,,,0,,0,
19393,,48 minutes,,,,0,,0,
15651,,49 minutes,,,,0,,0,
13909,,44 minutes,,,,0,,0,
12337,,43 minutes,,,,0,,0,
12711,,56 minutes,,,,0,,0,
12655,,33 minutes,,,,0,,0,
10972,,31 minutes,,,,0,,0,
15747,,14 minutes,,,,0,,0,
10918,,42 minutes,,,,0,,0,
13881,,45 minutes,,,,0,,0,
10400,,56 minutes,,,,0,,0,
11656,,29 minutes,,,,0,,0,
14649,,28 minutes,,,,0,,0,
19852,,44 minutes,,,,0,,0,
19377,,52 minutes,,,,0,,0,
15819,,26 minutes,,,,0,,0,
18556,,54 minutes,,,,0,,0,
12538,,52 minutes,,,,0,,0,
10910,,43 minutes,,,,0,,0,
19630,,18 minutes,,,,0,,0,
14722,,35 minutes,,,,0,,0,
13355,,11 minutes,,,,0,,0,
16579,,18 minutes,,,,0,,0,
12398,,18 minutes,,,,0,,0,
10642,,49 minutes,,,,0,,0,
13650,,26 minutes,,,,0,,0,
10354,,10 minutes,,,,0,,0,
16505,,34 minutes,,,,0,,0,
16057,,52 minutes,,,,0,,0,
14959,,49 minutes,,,,0,,0,
10881,,51 minutes,,,,0,,0,
19429,,34 minutes,,,,0,,0,
17956,,48 minutes,,,,0,,0,
14536,,44 minutes,,,,0,,0,
17715,,12 minutes,,,,0,,0,
18287,,59 minutes,,,,0,,0,
14905,,46 minutes,,,,0,,0,
11360,,53 minutes,,,,0,,0,
13925,,53 minutes,,,,0,,0,
17119,,39 minutes,,,,0,,0,
11440,,47 minutes,,,,0,,0,
18412,,43 minutes,,,,0,,0,
12945,,21 minutes,,,,0,,0,
12218,,28 minutes,,,,0,,0,
10056,,46 minutes,,,,0,,0,
19674,,53 minutes,,,,0,,0,
19780,,58 minutes,,,,0,,0,
14971,,26 minutes,,,,0,,0,
15768,,19 minutes,,,,0,,0,
17686,,58 minutes,,,,0,,0,
