Observation_ID,Dataset_ID,ObservedBy_Person_ID,Submission_ID,SubmittedBy_Person_ID,Submission_Datetime,UpdatedBy_Person_ID,Update_Datetime,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,Lifecycle_Duration,Growth_Habit,USDA_PLANTS_Symbol,ITIS_Number,Individual_ID,Plant_Nickname,Patch,Protocol_ID,Phenophase_ID,Phenophase_Category,Phenophase_Description,Phenophase_Name,Phenophase_Definition_ID,Species-Specific_Info_ID,Observation_Date,Observation_Time,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,Site_Visit_ID,Observation_Comments,Observed_Status_Conflict_Flag,Status_Conflict_Related_Records
1000404,-9999,2850,52652,1910,2018-06-19 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,5244,2018-06-19,12:00:00,170,0,-9999,-9999,-9999,14009,-9999,-9999,'-9999'
1000405,-9999,3532,32169,3172,2018-07-01 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6572,2018-07-01,12:00:00,182,0,-9999,-9999,-9999,16313,-9999,-9999,'-9999'
1000406,-9999,1123,38036,4106,2018-07-13 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7693,2018-07-13,12:00:00,194,0,-9999,-9999,-9999,10785,-9999,-9999,'-9999'
1000407,-9999,3043,36344,3416,2018-07-29 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,5796,2018-07-29,12:00:00,210,0,-9999,-9999,-9999,14154,-9999,-9999,'-9999'
1000408,-9999,4829,52922,2510,2018-07-07 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5475,2018-07-07,12:00:00,188,0,-9999,-9999,-9999,17684,-9999,-9999,'-9999'
1000409,-9999,1976,31207,2043,2018-07-19 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6960,2018-07-19,12:00:00,200,1,50,3 to 10,-9999,10882,-9999,-9999,'-9999'
1000410,-9999,3194,34761,4375,2018-07-26 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7667,2018-07-26,12:00:00,207,1,42,11 to 100,-9999,17166,-9999,-9999,'-9999'
1000411,-9999,1694,37929,2251,2018-07-31 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6610,2018-07-31,12:00:00,212,1,39,11 to 100,-9999,12454,-9999,-9999,'-9999'
1000412,-9999,1398,48330,1714,2018-08-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5703,2018-08-04,12:00:00,216,1,59,"101 to 1,000",-9999,13825,-9999,-9999,'-9999'
1000413,-9999,4536,52452,4021,2018-08-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5081,2018-08-04,12:00:00,216,1,41,"101 to 1,000",-9999,16142,-9999,-9999,'-9999'
1000414,-9999,4822,49203,1902,2018-08-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5364,2018-08-04,12:00:00,216,1,41,"101 to 1,000",-9999,11863,-9999,-9999,'-9999'
1000415,-9999,1115,37084,4920,2018-08-08 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7384,2018-08-08,12:00:00,220,1,39,3 to 10,-9999,13935,-9999,-9999,'-9999'
1000416,-9999,1839,44482,4646,2018-08-09 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6346,2018-08-09,12:00:00,221,1,48,3 to 10,-9999,19134,-9999,-9999,'-9999'
1000417,-9999,4565,48108,3334,2018-08-11 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7767,2018-08-11,12:00:00,223,1,40,11 to 100,-9999,13420,-9999,-9999,'-9999'
1000418,-9999,2749,51162,4906,2018-08-19 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7953,2018-08-19,12:00:00,231,1,48,11 to 100,-9999,13735,-9999,-9999,'-9999'
1000419,-9999,4618,47079,2309,2018-08-24 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5056,2018-08-24,12:00:00,236,1,41,"101 to 1,000",-9999,17537,-9999,-9999,'-9999'
1000420,-9999,3311,49225,1112,2018-09-08 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5541,2018-09-08,12:00:00,251,0,-9999,-9999,-9999,11088,-9999,-9999,'-9999'
1000421,-9999,4363,30024,2572,2018-09-09 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7048,2018-09-09,12:00:00,252,1,48,3 to 10,-9999,19959,-9999,-9999,'-9999'
1000422,-9999,1647,38068,3235,2018-09-11 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5200,2018-09-11,12:00:00,254,0,-9999,-9999,-9999,18448,-9999,-9999,'-9999'
1000423,-9999,4747,59218,3241,2018-09-29 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7750,2018-09-29,12:00:00,272,0,-9999,-9999,-9999,13175,-9999,-9999,'-9999'
1000424,-9999,4606,41528,1801,2018-10-27 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5941,2018-10-27,12:00:00,300,0,-9999,-9999,-9999,17427,-9999,-9999,'-9999'
1000425,-9999,1413,32014,2381,2018-11-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6098,2018-11-04,12:00:00,308,0,-9999,-9999,-9999,13426,-9999,-9999,'-9999'
1000426,-9999,4655,54322,1909,2018-11-06 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5187,2018-11-06,12:00:00,310,1,40,3 to 10,-9999,12130,-9999,-9999,'-9999'
1000427,-9999,4094,53071,2469,2019-04-15 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6479,2019-04-15,12:00:00,105,0,-9999,-9999,-9999,11589,-9999,-9999,'-9999'
1000428,-9999,2587,55235,1159,2019-04-30 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7459,2019-04-30,12:00:00,120,0,-9999,-9999,-9999,19203,-9999,-9999,'-9999'
1000429,-9999,1052,44743,3894,2019-05-01 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6045,2019-05-01,12:00:00,121,0,-9999,-9999,-9999,16846,-9999,-9999,'-9999'
1000430,-9999,3307,31228,4130,2019-05-12 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6494,2019-05-12,12:00:00,132,1,58,11 to 100,-9999,19227,-9999,-9999,'-9999'
1000431,-9999,4702,36046,4361,2019-05-12 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,5849,2019-05-12,12:00:00,132,1,58,11 to 100,-9999,17016,-9999,-9999,'-9999'
1000432,-9999,2739,45920,4662,2019-05-22 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6464,2019-05-22,12:00:00,142,1,39,11 to 100,-9999,11884,-9999,-9999,'-9999'
1000433,-9999,4225,48193,4167,2019-05-22 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7341,2019-05-22,12:00:00,142,1,39,"101 to 1,000",-9999,19009,-9999,-9999,'-9999'
1000434,-9999,2799,52440,3437,2019-05-24 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7372,2019-05-24,12:00:00,144,1,59,3 to 10,-9999,18859,-9999,-9999,'-9999'
1000435,-9999,4722,34728,3624,2019-05-24 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6642,2019-05-24,12:00:00,144,1,41,3 to 10,-9999,15793,-9999,-9999,'-9999'
1000436,-9999,1427,35571,3659,2019-06-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7958,2019-06-04,12:00:00,155,1,41,3 to 10,-9999,19298,-9999,-9999,'-9999'
1000437,-9999,3224,38389,3671,2019-06-07 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6995,2019-06-07,12:00:00,158,0,-9999,-9999,-9999,18662,-9999,-9999,'-9999'
1000438,-9999,3265,31948,1928,2019-06-07 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,7010,2019-06-07,12:00:00,158,0,-9999,-9999,-9999,17094,-9999,-9999,'-9999'
1000439,-9999,1905,36318,1022,2019-06-09 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,5234,2019-06-09,12:00:00,160,0,-9999,-9999,-9999,19120,-9999,-9999,'-9999'
1000440,-9999,4607,54427,1522,2019-06-23 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6808,2019-06-23,12:00:00,174,0,-9999,-9999,-9999,14888,-9999,-9999,'-9999'
1000441,-9999,2629,35832,1532,2019-07-01 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,501,Flowers,Open flowers,Open flowers,501,6746,2019-07-01,12:00:00,182,0,-9999,-9999,-9999,11316,-9999,-9999,'-9999'
1000442,-9999,2548,37480,3096,2019-07-20 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5117,2019-07-20,12:00:00,201,0,-9999,-9999,-9999,11673,-9999,-9999,'-9999'
1000443,-9999,3612,59739,4886,2019-07-21 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7100,2019-07-21,12:00:00,202,0,-9999,-9999,-9999,13748,-9999,-9999,'-9999'
1000444,-9999,4173,48199,4841,2019-07-25 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7005,2019-07-25,12:00:00,206,0,-9999,-9999,-9999,18016,-9999,-9999,'-9999'
1000445,-9999,3915,34493,4209,2019-07-31 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5674,2019-07-31,12:00:00,212,1,59,"101 to 1,000",-9999,12158,-9999,-9999,'-9999'
1000446,-9999,3661,32064,4851,2019-07-31 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5883,2019-07-31,12:00:00,212,1,58,3 to 10,-9999,18931,-9999,-9999,'-9999'
1000447,-9999,2401,49643,3905,2019-08-05 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7277,2019-08-05,12:00:00,217,1,39,"101 to 1,000",-9999,13227,-9999,-9999,'-9999'
1000448,-9999,3831,41950,3512,2019-08-11 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7151,2019-08-11,12:00:00,223,1,50,3 to 10,-9999,15818,-9999,-9999,'-9999'
1000449,-9999,3222,46093,3792,2019-08-28 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6697,2019-08-28,12:00:00,240,1,48,11 to 100,-9999,14063,-9999,-9999,'-9999'
1000450,-9999,2759,47908,1664,2019-08-31 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5032,2019-08-31,12:00:00,243,1,56,11 to 100,-9999,12566,-9999,-9999,'-9999'
1000451,-9999,3803,58472,4709,2019-09-04 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7059,2019-09-04,12:00:00,247,1,48,3 to 10,-9999,13718,-9999,-9999,'-9999'
1000452,-9999,4299,50786,1456,2019-09-26 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7207,2019-09-26,12:00:00,269,0,-9999,-9999,-9999,14426,-9999,-9999,'-9999'
1000453,-9999,3823,42512,4030,2019-09-29 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7776,2019-09-29,12:00:00,272,0,-9999,-9999,-9999,18835,-9999,-9999,'-9999'
1000454,-9999,1615,54770,4996,2019-10-01 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5488,2019-10-01,12:00:00,274,1,40,11 to 100,-9999,13276,-9999,-9999,'-9999'
1000455,-9999,2102,35243,3518,2019-11-02 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2001,plant-2001,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6241,2019-11-02,12:00:00,306,1,42,11 to 100,-9999,15223,-9999,-9999,'-9999'
1000456,-9999,1215,53989,2723,2015-04-24 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,6592,2015-04-24,12:00:00,114,0,-9999,-9999,-9999,12606,-9999,-9999,'-9999'
1000457,-9999,1158,44824,1685,2015-05-01 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,7841,2015-05-01,12:00:00,121,0,-9999,-9999,-9999,19968,-9999,-9999,'-9999'
1000458,-9999,4953,56628,4667,2015-05-12 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,6843,2015-05-12,12:00:00,132,1,59,"101 to 1,000",-9999,12295,-9999,-9999,'-9999'
1000459,-9999,2589,31696,3993,2015-05-14 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,7469,2015-05-14,12:00:00,134,1,40,"101 to 1,000",-9999,12783,-9999,-9999,'-9999'
1000460,-9999,4644,51625,3324,2015-05-16 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,6581,2015-05-16,12:00:00,136,1,48,11 to 100,-9999,12645,-9999,-9999,'-9999'
1000461,-9999,3493,36353,4661,2015-05-19 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,7761,2015-05-19,12:00:00,139,1,41,11 to 100,-9999,15637,-9999,-9999,'-9999'
1000462,-9999,2116,40759,4499,2015-05-25 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,5492,2015-05-25,12:00:00,145,1,39,3 to 10,-9999,16474,-9999,-9999,'-9999'
1000463,-9999,3380,44385,2546,2015-06-09 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,5862,2015-06-09,12:00:00,160,0,-9999,-9999,-9999,19797,-9999,-9999,'-9999'
1000464,-9999,4752,44607,1579,2015-06-10 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,6890,2015-06-10,12:00:00,161,0,-9999,-9999,-9999,19467,-9999,-9999,'-9999'
1000465,-9999,3607,49127,2855,2015-06-24 00:00:00,-9999,-9999,-9999,SYN002,Synthetic Site 2,40.2,-85.5,250,IN,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,2002,plant-2002,-9999,233,501,Flowers,Open flowers,Open flowers,501,7493,2015-06-24,12:00:00,175,0,-9999,-9999,-9999,17160,-9999,-9999,'-9999'
